,Entity,Code,Year,Annual CO2 emissions (per capita),Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Geo Biomass Other - TWh
2193,Lithuania,LTU,2013,4.4384,0.0448,0.6027,0.5212,0.357
2194,Lithuania,LTU,2014,4.4108,0.073,0.6391,0.3982,0.3998
2195,Lithuania,LTU,2015,4.543,0.0733,0.8103,0.3496,0.4465
2196,Lithuania,LTU,2016,4.6205,0.0665,1.1359,0.4539,0.4323
2197,Lithuania,LTU,2017,4.7697,0.0665,1.3638,0.6024,0.5036
2198,Lithuania,LTU,2018,4.8893,0.08,1.145,0.45,0.47
2199,Lithuania,LTU,2019,5.0453,0.0911,1.4994,0.3454,0.5332
2200,Lithuania,LTU,2020,5.0691,0.089774573,1.562093023,0.300106141,0.611495989
2236,Luxembourg,LUX,2000,19.972,4e-05,0.024743,0.123504,0.022352
2237,Luxembourg,LUX,2001,20.9167,4.6e-05,0.02374,0.118032,0.025873
2238,Luxembourg,LUX,2002,22.4994,5.9e-05,0.024479,0.099731,0.027015
2239,Luxembourg,LUX,2003,23.3814,0.001399,0.026168,0.07942,0.034151
2240,Luxembourg,LUX,2004,26.1805,0.009199,0.039399,0.104058,0.042575
2241,Luxembourg,LUX,2005,26.3996,0.017698,0.052251,0.092939,0.046163
2242,Luxembourg,LUX,2006,25.6002,0.021114,0.057986,0.111312,0.055216
2243,Luxembourg,LUX,2007,23.8294,0.020901,0.064286,0.116702,0.062667
2244,Luxembourg,LUX,2008,23.04,0.020031,0.060589,0.132114,0.069648
2245,Luxembourg,LUX,2009,21.4251,0.020316,0.063472,0.105839,0.078185
2246,Luxembourg,LUX,2010,22.0663,0.021148,0.055083,0.107661,0.08414
2247,Luxembourg,LUX,2011,21.379,0.025744,0.06405,0.063,0.092979
2248,Luxembourg,LUX,2012,20.4692,0.038277,0.077466,0.098302,0.094011
2249,Luxembourg,LUX,2013,19.0222,0.073738,0.083027,0.119195,0.094211
2250,Luxembourg,LUX,2014,17.7382,0.094741,0.079876,0.107788,0.115225
2251,Luxembourg,LUX,2015,16.4943,0.103721,0.101848,0.099253,0.125964
2252,Luxembourg,LUX,2016,15.697,0.100288,0.101486,0.115411,0.140018
2253,Luxembourg,LUX,2017,15.6464,0.108463,0.234823,0.085649,0.17138
2254,Luxembourg,LUX,2018,15.8354,0.119725,0.254575,0.092778,0.217402
2255,Luxembourg,LUX,2019,15.8384,0.130385,0.281283,0.106915,0.277679
2256,Luxembourg,LUX,2020,13.059,0.206469353,0.348906912,0.0936708,0.385154203
2338,Mexico,MEX,1990,3.7769,0.001,0.001,24.48094444,5.124
2339,Mexico,MEX,1991,3.8606,0.002,0.001,22.62526389,5.832512475
2340,Mexico,MEX,1992,3.8218,0.003,0.001,26.81369444,6.365522981
2341,Mexico,MEX,1993,3.8146,0.004,0.001,26.65493056,6.49976067
2342,Mexico,MEX,1994,3.8991,0.005,0.005,20.27131944,6.2185254
2343,Mexico,MEX,1995,3.6176,0.005,0.007,27.59866667,6.414443481
2344,Mexico,MEX,1996,3.712,0.006,0.006,31.33627778,6.184555154
2345,Mexico,MEX,1997,3.8964,0.006,0.012,26.36209722,5.883246225
2346,Mexico,MEX,1998,4.043,0.007,0.015,24.59294444,6.138586032
2347,Mexico,MEX,1999,4.0059,0.007,0.017,32.71232,6.060001313
2348,Mexico,MEX,2000,4.0047,0.007,0.019,33.07488,6.358645108
2349,Mexico,MEX,2001,4.0948,0.008,0.018,28.43533,6.247497045
2350,Mexico,MEX,2002,4.0514,0.008,0.021,24.86159,6.071060368
2351,Mexico,MEX,2003,4.2467,0.008,0.019,19.852205,6.949712539
2352,Mexico,MEX,2004,4.199,0.009,0.02,25.17639361,7.261834336
2353,Mexico,MEX,2005,4.3771,0.009,0.019,27.70944556,8.13751914
2354,Mexico,MEX,2006,4.4307,0.01,0.045,30.44647472,7.48738685
2355,Mexico,MEX,2007,4.3948,0.009,0.248,27.33967417,8.249912841
2356,Mexico,MEX,2008,4.4487,0.019,0.255,39.22390917,7.896158096
2357,Mexico,MEX,2009,4.2316,0.027,0.596352778,26.72200556,7.547069263
2358,Mexico,MEX,2010,4.065,0.031,1.239111111,37.15799056,7.446049653
2359,Mexico,MEX,2011,4.1848,0.041,1.648321389,36.27041917,7.366924462
2360,Mexico,MEX,2012,4.232,0.069,3.688310278,31.91068806,6.760935214
2361,Mexico,MEX,2013,4.1247,0.106,4.184543889,28.02132194,7.322260778
2362,Mexico,MEX,2014,3.9976,0.221,6.426196667,38.89276889,7.136634289
2363,Mexico,MEX,2015,3.9552,0.2021975,8.745094722,30.89154056,7.63215399
2364,Mexico,MEX,2016,3.9146,0.143789167,10.37809472,30.69735306,7.609291411
2365,Mexico,MEX,2017,3.6854,1.185388334,10.61978167,31.84765583,8.123817313
2366,Mexico,MEX,2018,3.6081,3.18,13.08861111,32.48555556,9.63403574
2367,Mexico,MEX,2019,3.4138,7.366388895,16.72666668,23.60805557,8.225945146
2368,Mexico,MEX,2020,2.7686,11.87352963,19.70681841,26.83687235,7.59609979
2452,Netherlands,NLD,1992,11.2104,0.001,0.147,0.12,0.752
2453,Netherlands,NLD,1993,11.1479,0.001,0.174,0.092,0.863
2454,Netherlands,NLD,1994,11.1124,1e-05,0.238,0.1,0.939
2455,Netherlands,NLD,1995,11.1393,0.001,0.317,0.088,1.017
2456,Netherlands,NLD,1996,11.6591,0.002,0.437,0.08,1.316
2457,Netherlands,NLD,1997,11.1459,0.002,0.475,0.092,1.463
2458,Netherlands,NLD,1998,11.1436,0.0035,0.64,0.11231,1.590281
2459,Netherlands,NLD,1999,10.7314,0.00527,0.645,0.090249,1.788338
2460,Netherlands,NLD,2000,10.7424,0.00771,0.829,0.142393,2.013194
2461,Netherlands,NLD,2001,11.0007,0.01306,0.825,0.117324,2.358034
2462,Netherlands,NLD,2002,10.898,0.01704,0.946,0.109636,2.906752
2463,Netherlands,NLD,2003,11.0493,0.03074,1.318,0.072023,2.547534
2464,Netherlands,NLD,2004,11.1067,0.03314,1.867,0.095732,3.324906
2465,Netherlands,NLD,2005,10.8096,0.034199,2.067,0.088,5.276719
2466,Netherlands,NLD,2006,10.4682,0.035223,2.734,0.105199,5.194
2467,Netherlands,NLD,2007,10.4128,0.035712,3.437,0.107,4.026282
2468,Netherlands,NLD,2008,10.5541,0.038889,4.258333,0.1,5.082893
2469,Netherlands,NLD,2009,10.197,0.044444,4.583333,0.097222,6.111
2470,Netherlands,NLD,2010,10.8816,0.059444,3.993056,0.104167,7.058056
2471,Netherlands,NLD,2011,10.0531,0.100344,5.100171,0.057,7.083559
2472,Netherlands,NLD,2012,9.8084,0.253753,4.981829,0.104388,7.203605
2473,Netherlands,NLD,2013,9.7773,0.5159,5.627148,0.114312,5.954
2474,Netherlands,NLD,2014,9.3333,0.784762,5.797334,0.111925,5.013182
2475,Netherlands,NLD,2015,9.6939,1.121509,7.549873,0.093,4.93
2476,Netherlands,NLD,2016,9.7122,1.559424,8.170458,0.100079,4.90458
2477,Netherlands,NLD,2017,9.5533,2.204346,10.568801,0.060757,4.59935
2478,Netherlands,NLD,2018,9.3215,3.709364,10.548511,0.072348,4.571278
2479,Netherlands,NLD,2019,8.984,5.336055,11.507927,0.074182,5.814188
2480,Netherlands,NLD,2020,8.0596,8.056083036,15.268444,0.046368,8.68201817
2523,New Zealand,NZL,2007,8.6598,0.003405895,0.929879852,23.64049908,4.082557291
2524,New Zealand,NZL,2008,8.8153,0.003455616,1.058457695,22.34733764,4.729699258
2525,New Zealand,NZL,2009,8.0684,0.003589863,1.476460904,24.21744122,5.418774847
2526,New Zealand,NZL,2010,8.0162,0.003828525,1.637175763,24.72650624,6.44307175
2527,New Zealand,NZL,2011,7.8071,0.004126869,1.957218921,25.11066724,6.790536773
2528,New Zealand,NZL,2012,8.0873,0.004822949,2.07919556,22.89665603,6.878873563
2529,New Zealand,NZL,2013,7.8133,0.006628901,2.021870415,23.02907294,7.217165714
2530,New Zealand,NZL,2014,7.7791,0.018611273,2.211223767,24.31806076,7.988319337
2531,New Zealand,NZL,2015,7.8169,0.036799051,2.364129919,24.52994288,8.576232014
2532,New Zealand,NZL,2016,7.3627,0.057077441,2.330692112,25.92251076,8.563606927
2533,New Zealand,NZL,2017,7.6254,0.077382385,2.086400354,24.95029084,8.57164371
2534,New Zealand,NZL,2018,7.5455,0.100928246,2.067359865,26.29266716,8.508799463
2535,New Zealand,NZL,2019,7.839,0.128614805,2.254671077,25.57720264,8.59002016
2536,New Zealand,NZL,2020,6.9418,0.160141922,2.302228225,24.22993296,8.615823789
2555,North America,,1983,13.4567,0.003,0.002694949,625.3626313,33.24259916
2556,North America,,1984,13.9393,0.00530101,0.006555556,637.3132374,39.35632614
2557,North America,,1985,13.7657,0.010737374,0.006820202,619.2546533,39.71089442
2558,North America,,1986,13.5489,0.014173737,0.005231313,628.9074687,43.9606722
2559,North America,,1987,13.8795,0.01060303,0.004576768,590.9013894,49.39543318
2560,North America,,1988,14.3048,0.009185859,0.001879798,557.6557606,49.51206126
2561,North America,,1989,14.3891,0.253132323,2.134376768,590.5281167,57.00626789
2562,North America,,1990,14.1258,0.371794949,2.819686869,612.4451818,66.53731526
2563,North America,,1991,13.8271,0.480252873,2.983677778,617.2272699,70.36827563
2564,North America,,1992,13.941,0.413897109,2.976689899,593.4140268,75.64593509
2565,North America,,1993,14.0093,0.481214524,3.096188889,628.119774,78.24148435
2566,North America,,1994,14.1114,0.508925425,3.545928283,607.4682215,78.30638277
2567,North America,,1995,14.0679,0.523313678,3.262215152,672.8782162,76.81738876
2568,North America,,1996,14.3758,0.553235954,3.334736364,733.4778323,78.53902995
2569,North America,,1997,14.4396,0.545643096,3.395247475,731.0148396,79.87154943
2570,North America,,1998,14.398,0.541764609,3.133258586,677.5521434,80.74296554
2571,North America,,1999,14.4134,0.538605228,4.712331313,694.3182846,81.48087001
2572,North America,,2000,14.7464,0.541933707,5.932758586,662.5963083,81.85850952
2573,North America,,2001,14.385,0.601930003,7.152384848,570.1963593,82.75008204
2574,North America,,2002,14.3359,0.63233444,10.88486869,632.3038082,87.90652127
2575,North America,,2003,14.4162,0.641443792,12.00947071,625.9625373,87.69914659
2576,North America,,2004,14.46,0.721395596,15.25160707,626.1293987,89.01173328
2577,North America,,2005,14.397,0.776374318,19.56145354,656.0929395,89.88983493
2578,North America,,2006,14.111,0.85711634,29.35071414,668.8777747,89.50728264
2579,North America,,2007,14.165,1.133357867,38.02311206,638.0051964,91.11012021
2580,North America,,2008,13.5918,1.687062564,59.96583737,667.7655011,89.4265981
2581,North America,,2009,12.526,2.211960394,81.87046086,666.9424904,89.64898716
2582,North America,,2010,12.773,3.299036421,105.5716323,645.8174774,92.80545386
2583,North America,,2011,12.45,5.351904128,133.2273992,728.0894848,93.35586762
2584,North America,,2012,11.978,9.987013756,157.2439426,686.2078517,94.71085627
2585,North America,,2013,12.1057,17.64469548,184.8650833,686.3600421,99.02340288
2586,North America,,2014,12.0627,31.55716162,202.7334502,677.1447275,101.002109
2587,North America,,2015,11.7037,42.52346013,228.3564836,659.5379254,101.3555982
2588,North America,,2016,11.3531,59.59631341,270.5966281,679.8934409,101.6913809
2589,North America,,2017,11.1551,82.81670248,299.0048059,723.2414871,97.48619837
2590,North America,,2018,11.3661,101.2850505,321.6547475,707.8941131,102.0688473
2591,North America,,2019,11.0559,119.557099,348.2575323,688.7446455,95.30850936
2592,North America,,2020,9.8051,150.268562,396.7282981,700.1852032,95.11644715
2618,North Macedonia,MKD,2015,3.3779,0.0226,0.120767,1.865193,0.020219
2619,North Macedonia,MKD,2016,3.358,0.0237,0.109483,1.897345,0.036033
2620,North Macedonia,MKD,2017,3.6042,0.023751,0.11048,1.110279,0.051551
2621,North Macedonia,MKD,2018,3.3721,0.022788,0.097338,1.791368,0.05405
2622,North Macedonia,MKD,2019,3.8276,0.023227,0.101806,1.163674,0.055103
2623,North Macedonia,MKD,2020,3.4302,0.023537,0.116885,1.277143,0.057298
2659,Norway,NOR,2000,9.3726,0.0053,0.030199,141.818,0.256
2660,Norway,NOR,2001,9.6254,0.0053,0.028758,120.463,0.255
2661,Norway,NOR,2002,9.3759,0.0053,0.038903,129.372,0.25
2662,Norway,NOR,2003,9.6304,0.0062,0.219796,105.48,0.33
2663,Norway,NOR,2004,9.6466,0.0062,0.259519,108.781,0.359
2664,Norway,NOR,2005,9.365,0.0062,0.50703,135.688,0.333
2665,Norway,NOR,2006,9.4098,0.0071,0.636,119.369,0.388
2666,Norway,NOR,2007,9.6864,0.0071,0.892,133.656,0.386
2667,Norway,NOR,2008,9.3978,0.0074,0.913,139.044,0.397
2668,Norway,NOR,2009,8.964,0.0077,0.977,125.283,0.227
2669,Norway,NOR,2010,9.3529,0.0081,0.879,116.75,0.344
2670,Norway,NOR,2011,9.057,0.0085,1.283,120.291,0.339
2671,Norway,NOR,2012,8.8441,0.0089,1.548,141.738,0.326
2672,Norway,NOR,2013,8.7881,0.0098,1.881,128.154,0.396
2673,Norway,NOR,2014,8.7662,0.0116,2.217,135.439,0.258
2674,Norway,NOR,2015,8.7726,0.0134,2.515,137.302,0.256
2675,Norway,NOR,2016,8.5318,0.0238,2.115742,142.418,0.233
2676,Norway,NOR,2017,8.3779,0.039961,2.854,141.955,0.21
2677,Norway,NOR,2018,8.3307,0.060876,3.877,138.991268,0.204168
2678,Norway,NOR,2019,7.9692,0.106799999,5.525,125.146,0.253005
2679,Norway,NOR,2020,7.615,0.135012997,9.890451282,140.9722937,0.259741601
2786,Pakistan,PAK,2015,0.8487,0.367668,0.598593984,32.77947065,0.079676066
2787,Pakistan,PAK,2016,1.0166,0.853702,0.91811907,34.57764217,0.532255717
2788,Pakistan,PAK,2017,1.1254,1.314321,1.762901793,30.20406701,1.075314734
2789,Pakistan,PAK,2018,1.1229,1.545411,2.83179,29.4798025,1.030378333
2790,Pakistan,PAK,2019,1.0818,1.623248309,3.148244731,36.30380342,0.618053231
2791,Pakistan,PAK,2020,1.0628,1.677748536,2.732134282,40.28748438,0.634279336
2839,Peru,PER,2012,1.8315,0.0597,0.0012,22.0319,0.668
2840,Peru,PER,2013,1.4463,0.1969,0.0012,22.3196,0.96
2841,Peru,PER,2014,1.6428,0.1993,0.2575,22.2107,1.291
2842,Peru,PER,2015,1.6103,0.230255343,0.594374131,23.68706283,0.907
2843,Peru,PER,2016,1.7047,0.241818781,1.054114626,23.826156,0.556
2844,Peru,PER,2017,1.7085,0.287200343,1.073432268,29.0745135,0.471434
2845,Peru,PER,2018,1.7084,0.74540054,1.502438168,30.737,0.418896
2846,Peru,PER,2019,1.6911,0.763,1.655,31.462,0.52998
2847,Peru,PER,2020,1.3559,0.778,1.804,30.507,0.694229595
2888,Philippines,PHL,2005,0.8488,0.001517,0.017469,8.386773,9.902443
2889,Philippines,PHL,2006,0.7569,0.001376,0.053235,9.939413,10.465279
2890,Philippines,PHL,2007,0.7915,0.001309,0.057842,8.563433,10.214688
2891,Philippines,PHL,2008,0.8504,0.001304,0.061386,9.842534,10.72278
2892,Philippines,PHL,2009,0.8277,0.001252,0.064428,9.787567,10.337557
2893,Philippines,PHL,2010,0.8828,0.001254,0.061717,7.803405,9.956422
2894,Philippines,PHL,2011,0.8762,0.001212,0.088204,9.697532,10.057604
2895,Philippines,PHL,2012,0.9094,0.00132,0.075339,10.252134,10.432809
2896,Philippines,PHL,2013,0.9689,0.001414,0.065655,10.019308,9.816571
2897,Philippines,PHL,2014,1.0067,0.016517,0.152052,9.137273,10.503812
2898,Philippines,PHL,2015,1.0982,0.138534,0.748414,8.665078,11.41115
2899,Philippines,PHL,2016,1.1792,1.097016,0.975219,8.110915,11.796309
2900,Philippines,PHL,2017,1.2827,1.201152,1.093558,9.610799,11.283225
2901,Philippines,PHL,2018,1.3189,1.249116398,1.152923041,9.383758226,11.54012741
2902,Philippines,PHL,2019,1.3561,1.246082,1.04166,8.025492,11.731147
2903,Philippines,PHL,2020,1.2413,1.372604,1.02645,7.192019,12.017831
2950,Poland,POL,2011,8.7316,0.0002,3.205,2.332,7.6008
2951,Poland,POL,2012,8.5464,0.0011,4.747,2.037,10.0943
2952,Poland,POL,2013,8.4547,0.0015,6.004,2.439,8.6221
2953,Poland,POL,2014,8.1457,0.007,7.678,2.183,9.977
2954,Poland,POL,2015,8.2405,0.057,10.858,1.832,9.739
2955,Poland,POL,2016,8.5377,0.124,12.588,2.139,7.957
2956,Poland,POL,2017,8.8974,0.165,14.909,2.56,6.488
2957,Poland,POL,2018,8.8866,0.3,12.799,1.97,6.548
2958,Poland,POL,2019,8.4334,0.710673,15.106759,1.954,7.682984
2959,Poland,POL,2020,7.916,1.99,15.726,2.115,7.898
2984,Portugal,PRT,1989,4.1273,0.001010101,0.001,5.819,0.661
2991,Portugal,PRT,1996,5.1152,0.001,0.021,14.761,1.008
2992,Portugal,PRT,1997,5.3772,0.001,0.038,13.105,1.087
2993,Portugal,PRT,1998,5.8026,0.0008,0.089,12.983,1.0796
2994,Portugal,PRT,1999,6.5246,0.0011,0.123,7.286,1.2381
2995,Portugal,PRT,2000,6.3802,0.0014,0.168,11.323,1.376
2996,Portugal,PRT,2001,6.3109,0.0016,0.256,14.034,1.45
2997,Portugal,PRT,2002,6.7157,0.0018,0.362,7.8,1.569
2998,Portugal,PRT,2003,6.1991,0.0026,0.496,15.723,1.484
2999,Portugal,PRT,2004,6.4459,0.0029,0.816,9.869,1.631
3000,Portugal,PRT,2005,6.634,0.0038,1.773,4.731,1.722
3001,Portugal,PRT,2006,6.1584,0.005,2.925,10.919,1.789
3002,Portugal,PRT,2007,5.9062,0.024,4.037,10.027,2.083
3003,Portugal,PRT,2008,5.6745,0.041,5.757,6.799,2.044
3004,Portugal,PRT,2009,5.3964,0.16,7.577,8.285,2.271
3005,Portugal,PRT,2010,5.0034,0.215,9.182,16.148,2.811
3006,Portugal,PRT,2011,4.9023,0.282,9.162,11.536,3.133
3007,Portugal,PRT,2012,4.748,0.393,10.26,5.622,3.097
3008,Portugal,PRT,2013,4.6005,0.479139885,12.01460111,13.73,3.247583434
3009,Portugal,PRT,2014,4.6037,0.627316615,12.11138423,15.569,3.25438015
3010,Portugal,PRT,2015,5.0432,0.796154916,11.60763787,8.660506278,3.307567386
3011,Portugal,PRT,2016,4.8867,0.822,12.474,15.723,3.242
3012,Portugal,PRT,2017,5.3682,0.992,12.248,5.897,3.437
3013,Portugal,PRT,2018,5.0206,1.005,12.617,12.393,3.386
3014,Portugal,PRT,2019,4.6576,1.343,13.667,8.818,3.577
3015,Portugal,PRT,2020,3.9609,1.695,12.364,12.439,4.034
3116,Romania,ROU,2009,3.9517,0.001010101,0.009,15.534,0.01
3117,Romania,ROU,2010,3.8073,0.002020202,0.306,19.883,0.111
3118,Romania,ROU,2011,4.2311,0.001,1.387,14.728,0.198
3119,Romania,ROU,2012,4.1469,0.008,2.64,12.066,0.212
3120,Romania,ROU,2013,3.7128,0.42,4.52,14.7935,0.252
3121,Romania,ROU,2014,3.7729,1.2953,4.7236,18.5235,0.505
3122,Romania,ROU,2015,3.8324,1.982,7.063,16.633,0.524
3123,Romania,ROU,2016,3.7458,1.82,6.59,18.028,0.531
3124,Romania,ROU,2017,3.9281,1.856,7.407,14.494,0.525168
3125,Romania,ROU,2018,3.9787,1.771,6.322,17.6639,0.43713
3126,Romania,ROU,2019,3.8651,1.778,6.773,15.580921,0.504144
3127,Romania,ROU,2020,3.7154,1.703,6.955,15.08738564,0.575069202
3174,Russia,RUS,2011,11.5878,0.0012,0.005392,163.0552,0.557208
3175,Russia,RUS,2012,11.6679,0.004211507,0.005251,163.4543,0.502849
3176,Russia,RUS,2013,11.2206,0.0108,0.004473,181.1511,0.481527
3177,Russia,RUS,2014,11.2162,0.16,0.096106,173.3945,0.5544
3178,Russia,RUS,2015,11.1949,0.3356,0.148037,167.993469,0.4812
3179,Russia,RUS,2016,11.1416,0.4683,0.1481205,184.611772,0.4459
3180,Russia,RUS,2017,11.3135,0.544,0.139,185.163,0.519179
3181,Russia,RUS,2018,11.6078,0.62446,0.23716,190.63756,0.504307
3182,Russia,RUS,2019,11.5132,0.98505,0.31481,194.37614,0.521152
3183,Russia,RUS,2020,10.8072,1.86214,1.13802,212.43827,0.513382
3341,Slovakia,SVK,2010,7.1076,0.017,0.006,5.099,0.662
3342,Slovakia,SVK,2011,7.0253,0.397,0.005,3.638,0.819
3343,Slovakia,SVK,2012,6.6338,0.424,0.006,4.008,0.941
3344,Slovakia,SVK,2013,6.5491,0.588,0.006,4.744,0.911
3345,Slovakia,SVK,2014,6.1876,0.597,0.006,4.319,1.417
3346,Slovakia,SVK,2015,6.3306,0.506,0.006,4.067,1.662
3347,Slovakia,SVK,2016,6.405,0.533,0.006016438,4.261,1.731
3348,Slovakia,SVK,2017,6.6137,0.506,0.006,4.324,1.696
3349,Slovakia,SVK,2018,6.6073,0.585,0.006,3.59,1.625
3350,Slovakia,SVK,2019,6.189,0.589,0.006,4.356,1.693
3351,Slovakia,SVK,2020,5.6286,0.655999998,0.006,4.498656665,1.638606428
3375,Slovenia,SVN,2013,7.3221,0.215,0.004,4.629,0.261
3376,Slovenia,SVN,2014,6.5492,0.257,0.004,6.092,0.259
3377,Slovenia,SVN,2015,6.5772,0.274,0.006,3.808,0.267
3378,Slovenia,SVN,2016,6.9546,0.267,0.006016438,4.503,0.283
3379,Slovenia,SVN,2017,7.0275,0.283867,0.005716,3.868345,0.293889
3380,Slovenia,SVN,2018,6.9753,0.254961,0.006021,4.70432,0.272717
3381,Slovenia,SVN,2019,6.738,0.303039,0.00615,4.479396,0.256212
3382,Slovenia,SVN,2020,6.043,0.287871,0.006207,4.920062,0.240971803
3421,South Africa,ZAF,2003,8.6511,0.0139,0.006,0.827412096,0.4084
3422,South Africa,ZAF,2004,9.4959,0.0155,0.012,0.949939032,0.3819
3423,South Africa,ZAF,2005,8.6867,0.017,0.012,1.331940189,0.4253
3424,South Africa,ZAF,2006,9.2107,0.0186,0.012,2.89761981,0.4055
3425,South Africa,ZAF,2007,9.4626,0.0201,0.012,2.86561981,0.4305
3426,South Africa,ZAF,2008,9.9367,0.0217,0.021,1.259619852,0.4561
3427,South Africa,ZAF,2009,9.9503,0.0233,0.03,1.451619907,0.4491
3428,South Africa,ZAF,2010,9.1167,0.0276,0.034,1.142899811,0.3963
3429,South Africa,ZAF,2011,9.1137,0.0803,0.037,3.063824203,0.412
3430,South Africa,ZAF,2012,8.7283,0.086,0.037,1.018509832,0.4226
3431,South Africa,ZAF,2013,8.4912,0.243,0.037,1.103915809,0.4777
3432,South Africa,ZAF,2014,8.8117,1.123,1.066,1.795059972,0.4321
3433,South Africa,ZAF,2015,8.1351,2.749,3.071,0.590616162,0.4179
3434,South Africa,ZAF,2016,8.2688,3.274,4.209,1.026515152,0.4373
3435,South Africa,ZAF,2017,8.1424,4.239,5.866960227,1.961727273,0.483268098
3436,South Africa,ZAF,2018,8.0321,4.573,6.416343434,1.169757576,0.42924867
3437,South Africa,ZAF,2019,8.1273,4.903,6.680313131,0.973960364,0.42924867
3438,South Africa,ZAF,2020,7.6204,5.177519197,6.990339389,0.499212889,0.42924867
3471,South Korea,KOR,1997,9.6369,0.003,0.001,2.813992,0.078
3472,South Korea,KOR,1998,8.1175,0.004,0.002,4.279418,0.058
3473,South Korea,KOR,1999,8.7414,0.004572,0.005839,4.15926,0.087
3474,South Korea,KOR,2000,9.298,0.005284,0.016685,4.009553,0.079
3475,South Korea,KOR,2001,9.5636,0.006184,0.01259,2.329938791,0.088
3476,South Korea,KOR,2002,9.9332,0.007044,0.014881,3.2327778,0.179
3477,South Korea,KOR,2003,10.0693,0.007752,0.024865,4.885576514,0.188
